Ceremony	Year	Class	Category	Movie	Name	Nominees	Winner	Detail	Note
94	2021	Title	BEST PICTURE	CODA	Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers	Philippe Rousselet|Fabrice Gianfermi|Patrick Wachsberger	True		
94	2021	Title	BEST PICTURE	Don't Look Up	Adam McKay and Kevin Messick, Producers	Adam McKay|Kevin Messick			
94	2021	Title	BEST PICTURE	Drive My Car	Teruhisa Yamamoto, Producer	Teruhisa Yamamoto			
94	2021	Title	BEST PICTURE	Dune	Mary Parent, Denis Villeneuve and Cale Boyter, Producers	Mary Parent|Denis Villeneuve|Cale Boyter			
94	2021	Title	BEST PICTURE	King Richard	Tim White, Trevor White and Will Smith, Producers	Tim White|Trevor White|Will Smith			
94	2021	Title	BEST PICTURE	Licorice Pizza	Sara Murphy, Adam Somner and Paul Thomas Anderson, Producers	Sara Murphy|Adam Somner|Paul Thomas Anderson			
94	2021	Title	BEST PICTURE	Nightmare Alley	Guillermo del Toro, J. Miles Dale and Bradley Cooper, Producers	Guillermo del Toro|J. Miles Dale|Bradley Cooper			
94	2021	Title	BEST PICTURE	The Power of the Dog	Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning and Roger Frappier, Producers	Jane Campion|Tanya Seghatchian|Emile Sherman|Iain Canning|Roger Frappier			
94	2021	Title	BEST PICTURE	West Side Story	Steven Spielberg and Kristie Macosko Krieger, Producers	Steven Spielberg|Kristie Macosko Krieger			
94	2021	Production	PRODUCTION DESIGN	Dune	Production Design: Patrice Vermette; Set Decoration: Zsuzsanna Sipos	Patrice Vermette|Zsuzsanna Sipos	True		
94	2021	Production	PRODUCTION DESIGN	Nightmare Alley	Production Design: Tamara Deverell; Set Decoration: Shane Vieau	Tamara Deverell|Shane Vieau			
94	2021	Production	PRODUCTION DESIGN	The Power of the Dog	Production Design: Grant Major; Set Decoration: Amber Richards	Grant Major|Amber Richards			
94	2021	Production	PRODUCTION DESIGN	The Tragedy of Macbeth	Production Design: Stefan Dechant; Set Decoration: Nancy Haigh	Stefan Dechant|Nancy Haigh			
94	2021	Production	PRODUCTION DESIGN	West Side Story	Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo	Adam Stockhausen|Rena DeAngelo			
94	2021	Title	SHORT FILM (Animated)	Affairs of the Art	Joanna Quinn and Les Mills	Joanna Quinn|Les Mills			
94	2021	Title	SHORT FILM (Animated)	Bestia	Hugo Covarrubias and Tevo Díaz	Hugo Covarrubias|Tevo Díaz			
94	2021	Title	SHORT FILM (Animated)	Boxballet	Anton Dyakov	Anton Dyakov			
94	2021	Title	SHORT FILM (Animated)	Robin Robin	Dan Ojari and Mikey Please	Dan Ojari|Mikey Please			
94	2021	Title	SHORT FILM (Animated)	The Windshield Wiper	Alberto Mielgo and Leo Sanchez	Alberto Mielgo|Leo Sanchez	True		
94	2021	Title	SHORT FILM (Live Action)	Ala Kachuu - Take and Run	Maria Brendle and Nadine Lüchinger	Maria Brendle|Nadine Lüchinger			
94	2021	Title	SHORT FILM (Live Action)	The Dress	Tadeusz Lysiak and Maciej Slesicki	Tadeusz Lysiak|Maciej Slesicki			
94	2021	Title	SHORT FILM (Live Action)	The Long Goodbye	Aneil Karia and Riz Ahmed	Aneil Karia|Riz Ahmed	True		
94	2021	Title	SHORT FILM (Live Action)	On My Mind	Martin Strange-Hansen and Kim Magnusson	Martin Strange-Hansen|Kim Magnusson			
94	2021	Title	SHORT FILM (Live Action)	Please Hold	K.D. Dávila and Levin Menekse	K.D. Dávila|Levin Menekse			
94	2021	Production	SOUND	Belfast	Denise Yarde, Simon Chase, James Mather and Niv Adiri	Denise Yarde|Simon Chase|James Mather|Niv Adiri			
94	2021	Production	SOUND	Dune	Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill and Ron Bartlett	Mac Ruth|Mark Mangini|Theo Green|Doug Hemphill|Ron Bartlett	True		
94	2021	Production	SOUND	No Time to Die	Simon Hayes, Oliver Tarney, James Harrison, Paul Massey and Mark Taylor	Simon Hayes|Oliver Tarney|James Harrison|Paul Massey|Mark Taylor			
94	2021	Production	SOUND	The Power of the Dog	Richard Flynn, Robert Mackenzie and Tara Webb	Richard Flynn|Robert Mackenzie|Tara Webb			
94	2021	Production	SOUND	West Side Story	Tod A. Maitland, Gary Rydstrom, Brian Chumney, Andy Nelson and Shawn Murphy	Tod A. Maitland|Gary Rydstrom|Brian Chumney|Andy Nelson|Shawn Murphy			
94	2021	Production	VISUAL EFFECTS	Dune	Paul Lambert, Tristan Myles, Brian Connor and Gerd Nefzer	Paul Lambert|Tristan Myles|Brian Connor|Gerd Nefzer	True		
94	2021	Production	VISUAL EFFECTS	Free Guy	Swen Gillberg, Bryan Grill, Nikos Kalaitzidis and Dan Sudick	Swen Gillberg|Bryan Grill|Nikos Kalaitzidis|Dan Sudick			
94	2021	Production	VISUAL EFFECTS	No Time to Die	Charlie Noble, Joel Green, Jonathan Fawkner and Chris Corbould	Charlie Noble|Joel Green|Jonathan Fawkner|Chris Corbould			
94	2021	Production	VISUAL EFFECTS	Shang-Chi and the Legend of the Ten Rings	Christopher Townsend, Joe Farrell, Sean Noel Walker and Dan Oliver	Christopher Townsend|Joe Farrell|Sean Noel Walker|Dan Oliver			
94	2021	Production	VISUAL EFFECTS	Spider-Man: No Way Home	Kelly Port, Chris Waegner, Scott Edelstein and Dan Sudick	Kelly Port|Chris Waegner|Scott Edelstein|Dan Sudick			
94	2021	Writing	WRITING (Adapted Screenplay)	CODA	Screenplay by Siân Heder	Siân Heder	True		
94	2021	Writing	WRITING (Adapted Screenplay)	Drive My Car	Screenplay by Ryusuke Hamaguchi, Takamasa Oe	Ryusuke Hamaguchi|Takamasa Oe			
94	2021	Writing	WRITING (Adapted Screenplay)	Dune	Screenplay by Jon Spaihts and Denis Villeneuve and Eric Roth	Jon Spaihts|Denis Villeneuve|Eric Roth			
94	2021	Writing	WRITING (Adapted Screenplay)	The Lost Daughter	Written by Maggie Gyllenhaal	Maggie Gyllenhaal			
94	2021	Writing	WRITING (Adapted Screenplay)	The Power of the Dog	Written by Jane Campion	Jane Campion			
94	2021	Writing	WRITING (Original Screenplay)	Belfast	Written by Kenneth Branagh	Kenneth Branagh	True		
94	2021	Writing	WRITING (Original Screenplay)	Don't Look Up	Screenplay by Adam McKay; Story by Adam McKay & David Sirota	Adam McKay|David Sirota			
94	2021	Writing	WRITING (Original Screenplay)	King Richard	Written by Zach Baylin	Zach Baylin			
94	2021	Writing	WRITING (Original Screenplay)	Licorice Pizza	Written by Paul Thomas Anderson	Paul Thomas Anderson			
94	2021	Writing	WRITING (Original Screenplay)	The Worst Person in the World	Written by Eskil Vogt, Joachim Trier	Eskil Vogt|Joachim Trier			
94	2021	Special	JEAN HERSHOLT HUMANITARIAN AWARD		Danny Glover	Danny Glover	True		
94	2021	Special	HONORARY AWARD			Samuel L. Jackson	True		
94	2021	Special	HONORARY AWARD			Elaine May	True		
94	2021	Special	HONORARY AWARD			Liv Ullmann	True		
95	2022	Acting	ACTOR IN A LEADING ROLE	Elvis	Austin Butler	Austin Butler		Elvis	
95	2022	Acting	ACTOR IN A LEADING ROLE	The Banshees of Inisherin	Colin Farrell	Colin Farrell		Pádraic Súilleabháin	
95	2022	Acting	ACTOR IN A LEADING ROLE	The Whale	Brendan Fraser	Brendan Fraser	True	Charlie	
95	2022	Acting	ACTOR IN A LEADING ROLE	Aftersun	Paul Mescal	Paul Mescal		Calum	
95	2022	Acting	ACTOR IN A LEADING ROLE	Living	Bill Nighy	Bill Nighy		Williams	
95	2022	Acting	ACTOR IN A SUPPORTING ROLE	The Banshees of Inisherin	Brendan Gleeson	Brendan Gleeson		Colm Doherty	
95	2022	Acting	ACTOR IN A SUPPORTING ROLE	Causeway	Brian Tyree Henry	Brian Tyree Henry		James	
95	2022	Acting	ACTOR IN A SUPPORTING ROLE	The Fabelmans	Judd Hirsch	Judd Hirsch		Uncle Boris	
95	2022	Acting	ACTOR IN A SUPPORTING ROLE	The Banshees of Inisherin	Barry Keoghan	Barry Keoghan		Dominic Kearney	
95	2022	Acting	ACTOR IN A SUPPORTING ROLE	Everything Everywhere All at Once	Ke Huy Quan	Ke Huy Quan	True	Waymond Wang	
95	2022	Acting	ACTRESS IN A LEADING ROLE	Tár	Cate Blanchett	Cate Blanchett		Lydia Tár	
95	2022	Acting	ACTRESS IN A LEADING ROLE	Blonde	Ana de Armas	Ana de Armas		Norma Jeane	
95	2022	Acting	ACTRESS IN A LEADING ROLE	To Leslie	Andrea Riseborough	Andrea Riseborough		Leslie	
95	2022	Acting	ACTRESS IN A LEADING ROLE	The Fabelmans	Michelle Williams	Michelle Williams		Mitzi Fabelman	
95	2022	Acting	ACTRESS IN A LEADING ROLE	Everything Everywhere All at Once	Michelle Yeoh	Michelle Yeoh	True	Evelyn Wang	
95	2022	Acting	ACTRESS IN A SUPPORTING ROLE	Black Panther: Wakanda Forever	Angela Bassett	Angela Bassett		Ramonda	
95	2022	Acting	ACTRESS IN A SUPPORTING ROLE	The Whale	Hong Chau	Hong Chau		Liz	
95	2022	Acting	ACTRESS IN A SUPPORTING ROLE	The Banshees of Inisherin	Kerry Condon	Kerry Condon		Siobhán Súilleabháin	
95	2022	Acting	ACTRESS IN A SUPPORTING ROLE	Everything Everywhere All at Once	Jamie Lee Curtis	Jamie Lee Curtis	True	Deirdre Beaubeirdra	
95	2022	Acting	ACTRESS IN A SUPPORTING ROLE	Everything Everywhere All at Once	Stephanie Hsu	Stephanie Hsu		Joy Wang/Jobu Tupaki	
95	2022	Title	ANIMATED FEATURE FILM	Guillermo del Toro's Pinocchio	Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulkley	Guillermo del Toro|Mark Gustafson|Gary Ungar|Alex Bulkley	True		
95	2022	Title	ANIMATED FEATURE FILM	Marcel the Shell with Shoes On	Dean Fleischer Camp, Elisabeth Holm, Andrew Goldman, Caroline Kaplan and Paul Mezey	Dean Fleischer Camp|Elisabeth Holm|Andrew Goldman|Caroline Kaplan|Paul Mezey			
95	2022	Title	ANIMATED FEATURE FILM	Puss in Boots: The Last Wish	Joel Crawford and Mark Swift	Joel Crawford|Mark Swift			
95	2022	Title	ANIMATED FEATURE FILM	The Sea Beast	Chris Williams and Jed Schlanger	Chris Williams|Jed Schlanger			
95	2022	Title	ANIMATED FEATURE FILM	Turning Red	Domee Shi and Lindsey Collins	Domee Shi|Lindsey Collins			
95	2022	Production	CINEMATOGRAPHY	All Quiet on the Western Front	James Friend	James Friend	True		
95	2022	Production	CINEMATOGRAPHY	Bardo, False Chronicle of a Handful of Truths	Darius Khondji	Darius Khondji			
95	2022	Production	CINEMATOGRAPHY	Elvis	Mandy Walker	Mandy Walker			
95	2022	Production	CINEMATOGRAPHY	Empire of Light	Roger Deakins	Roger Deakins			
95	2022	Production	CINEMATOGRAPHY	Tár	Florian Hoffmeister	Florian Hoffmeister			
95	2022	Production	COSTUME DESIGN	Babylon	Mary Zophres	Mary Zophres			
95	2022	Production	COSTUME DESIGN	Black Panther: Wakanda Forever	Ruth Carter	Ruth Carter	True		
95	2022	Production	COSTUME DESIGN	Elvis	Catherine Martin	Catherine Martin			
95	2022	Production	COSTUME DESIGN	Everything Everywhere All at Once	Shirley Kurata	Shirley Kurata			
95	2022	Production	COSTUME DESIGN	Mrs. Harris Goes to Paris	Jenny Beavan	Jenny Beavan			
95	2022	Directing	DIRECTING	The Banshees of Inisherin	Martin McDonagh	Martin McDonagh			
95	2022	Directing	DIRECTING	Everything Everywhere All at Once	Daniel Kwan and Daniel Scheinert	Daniel Kwan|Daniel Scheinert	True		
95	2022	Directing	DIRECTING	The Fabelmans	Steven Spielberg	Steven Spielberg			
95	2022	Directing	DIRECTING	Tár	Todd Field	Todd Field			
95	2022	Directing	DIRECTING	Triangle of Sadness	Ruben Östlund	Ruben Östlund			
95	2022	Title	DOCUMENTARY FEATURE FILM	All That Breathes	Shaunak Sen, Aman Mann and Teddy Leifer	Shaunak Sen|Aman Mann|Teddy Leifer			
95	2022	Title	DOCUMENTARY FEATURE FILM	All the Beauty and the Bloodshed	Laura Poitras, Howard Gertler, John Lyons, Nan Goldin and Yoni Golijov	Laura Poitras|Howard Gertler|John Lyons|Nan Goldin|Yoni Golijov			
95	2022	Title	DOCUMENTARY FEATURE FILM	Fire of Love	Sara Dosa, Shane Boris and Ina Fichman	Sara Dosa|Shane Boris|Ina Fichman			
95	2022	Title	DOCUMENTARY FEATURE FILM	A House Made of Splinters	Simon Lereng Wilmont and Monica Hellström	Simon Lereng Wilmont|Monica Hellström			
95	2022	Title	DOCUMENTARY FEATURE FILM	Navalny	Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller and Shane Boris	Daniel Roher|Odessa Rae|Diane Becker|Melanie Miller|Shane Boris	True		
95	2022	Title	DOCUMENTARY SHORT FILM	The Elephant Whisperers	Kartiki Gonsalves and Guneet Monga	Kartiki Gonsalves|Guneet Monga	True		
95	2022	Title	DOCUMENTARY SHORT FILM	Haulout	Evgenia Arbugaeva and Maxim Arbugaev	Evgenia Arbugaeva|Maxim Arbugaev			
95	2022	Title	DOCUMENTARY SHORT FILM	How Do You Measure a Year?	Jay Rosenblatt	Jay Rosenblatt			
95	2022	Title	DOCUMENTARY SHORT FILM	The Martha Mitchell Effect	Anne Alvergue and Beth Levison	Anne Alvergue|Beth Levison			
95	2022	Title	DOCUMENTARY SHORT FILM	Stranger at the Gate	Joshua Seftel and Conall Jones	Joshua Seftel|Conall Jones			
95	2022	Production	FILM EDITING	The Banshees of Inisherin	Mikkel E.G. Nielsen	Mikkel E.G. Nielsen			
95	2022	Production	FILM EDITING	Elvis	Matt Villa and Jonathan Redmond	Matt Villa|Jonathan Redmond			
95	2022	Production	FILM EDITING	Everything Everywhere All at Once	Paul Rogers	Paul Rogers	True		
95	2022	Production	FILM EDITING	Tár	Monika Willi	Monika Willi			
95	2022	Production	FILM EDITING	Top Gun: Maverick	Eddie Hamilton	Eddie Hamilton			
95	2022	Title	INTERNATIONAL FEATURE FILM	All Quiet on the Western Front	Germany		True		
95	2022	Title	INTERNATIONAL FEATURE FILM	Argentina, 1985	Argentina				
95	2022	Title	INTERNATIONAL FEATURE FILM	Close	Belgium				
95	2022	Title	INTERNATIONAL FEATURE FILM	EO	Poland				
95	2022	Title	INTERNATIONAL FEATURE FILM	The Quiet Girl	Ireland				
95	2022	Production	MAKEUP AND HAIRSTYLING	All Quiet on the Western Front	Heike Merker and Linda Eisenhamerová	Heike Merker|Linda Eisenhamerová			
95	2022	Production	MAKEUP AND HAIRSTYLING	The Batman	Naomi Donne, Mike Marino and Mike Fontaine	Naomi Donne|Mike Marino|Mike Fontaine			
95	2022	Production	MAKEUP AND HAIRSTYLING	Black Panther: Wakanda Forever	Camille Friend and Joel Harlow	Camille Friend|Joel Harlow			
95	2022	Production	MAKEUP AND HAIRSTYLING	Elvis	Mark Coulier, Jason Baird and Aldo Signoretti	Mark Coulier|Jason Baird|Aldo Signoretti			
95	2022	Production	MAKEUP AND HAIRSTYLING	The Whale	Adrien Morot, Judy Chin and Annemarie Bradley	Adrien Morot|Judy Chin|Annemarie Bradley	True		
95	2022	Music	MUSIC (Original Score)	All Quiet on the Western Front	Volker Bertelmann	Volker Bertelmann	True		
95	2022	Music	MUSIC (Original Score)	Babylon	Justin Hurwitz	Justin Hurwitz			
95	2022	Music	MUSIC (Original Score)	The Banshees of Inisherin	Carter Burwell	Carter Burwell			
95	2022	Music	MUSIC (Original Score)	Everything Everywhere All at Once	Son Lux	Son Lux			
95	2022	Music	MUSIC (Original Score)	The Fabelmans	John Williams	John Williams			
95	2022	Music	MUSIC (Original Song)	Tell It like a Woman	Music and Lyric by Diane Warren	Diane Warren		Applause	
95	2022	Music	MUSIC (Original Song)	Top Gun: Maverick	Music and Lyric by Lady Gaga and BloodPop	Lady Gaga|BloodPop		Hold My Hand	
95	2022	Music	MUSIC (Original Song)	Black Panther: Wakanda Forever	Music by Tems, Rihanna, Ryan Coogler and Ludwig Goransson; Lyric by Tems and Ryan Coogler	Tems|Rihanna|Ryan Coogler|Ludwig Goransson		Lift Me Up	
95	2022	Music	MUSIC (Original Song)	RRR	Music by M.M. Keeravaani; Lyric by Chandrabose	M.M. Keeravaani|Chandrabose	True	Naatu Naatu	
95	2022	Music	MUSIC (Original Song)	Everything Everywhere All at Once	Music by Ryan Lott, David Byrne and Mitski; Lyric by Ryan Lott and David Byrne	Ryan Lott|David Byrne|Mitski		This Is A Life	
95	2022	Title	BEST PICTURE	All Quiet on the Western Front	Malte Grunert, Producer	Malte Grunert			
95	2022	Title	BEST PICTURE	Avatar: The Way of Water	James Cameron and Jon Landau, Producers	James Cameron|Jon Landau			
95	2022	Title	BEST PICTURE	The Banshees of Inisherin	Graham Broadbent, Pete Czernin and Martin McDonagh, Producers	Graham Broadbent|Pete Czernin|Martin McDonagh			
95	2022	Title	BEST PICTURE	Elvis	Baz Luhrmann, Catherine Martin, Gail Berman, Patrick McCormick and Schuyler Weiss, Producers	Baz Luhrmann|Catherine Martin|Gail Berman|Patrick McCormick|Schuyler Weiss			
95	2022	Title	BEST PICTURE	Everything Everywhere All at Once	Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers	Daniel Kwan|Daniel Scheinert|Jonathan Wang	True		
95	2022	Title	BEST PICTURE	The Fabelmans	Kristie Macosko Krieger, Steven Spielberg and Tony Kushner, Producers	Kristie Macosko Krieger|Steven Spielberg|Tony Kushner			
95	2022	Title	BEST PICTURE	Tár	Todd Field, Alexandra Milchan and Scott Lambert, Producers	Todd Field|Alexandra Milchan|Scott Lambert			
95	2022	Title	BEST PICTURE	Top Gun: Maverick	Tom Cruise, Christopher McQuarrie, David Ellison and Jerry Bruckheimer, Producers	Tom Cruise|Christopher McQuarrie|David Ellison|Jerry Bruckheimer			
95	2022	Title	BEST PICTURE	Triangle of Sadness	Erik Hemmendorff and Philippe Bober, Producers	Erik Hemmendorff|Philippe Bober			
95	2022	Title	BEST PICTURE	Women Talking	Dede Gardner, Jeremy Kleiner and Frances McDormand, Producers	Dede Gardner|Jeremy Kleiner|Frances McDormand			
95	2022	Production	PRODUCTION DESIGN	All Quiet on the Western Front	Production Design: Christian M. Goldbeck; Set Decoration: Ernestine Hipper	Christian M. Goldbeck|Ernestine Hipper	True		
95	2022	Production	PRODUCTION DESIGN	Avatar: The Way of Water	Production Design: Dylan Cole and Ben Procter; Set Decoration: Vanessa Cole	Dylan Cole|Ben Procter|Vanessa Cole			
95	2022	Production	PRODUCTION DESIGN	Babylon	Production Design: Florencia Martin; Set Decoration: Anthony Carlino	Florencia Martin|Anthony Carlino			
95	2022	Production	PRODUCTION DESIGN	Elvis	Production Design: Catherine Martin and Karen Murphy; Set Decoration: Bev Dunn	Catherine Martin|Karen Murphy|Bev Dunn			
95	2022	Production	PRODUCTION DESIGN	The Fabelmans	Production Design: Rick Carter; Set Decoration: Karen O'Hara	Rick Carter|Karen O'Hara			
95	2022	Title	SHORT FILM (Animated)	The Boy, the Mole, the Fox and the Horse	Charlie Mackesy and Matthew Freud	Charlie Mackesy|Matthew Freud	True		
95	2022	Title	SHORT FILM (Animated)	The Flying Sailor	Amanda Forbis and Wendy Tilby	Amanda Forbis|Wendy Tilby			
95	2022	Title	SHORT FILM (Animated)	Ice Merchants	João Gonzalez and Bruno Caetano	João Gonzalez|Bruno Caetano			
95	2022	Title	SHORT FILM (Animated)	My Year of Dicks	Sara Gunnarsdóttir and Pamela Ribon	Sara Gunnarsdóttir|Pamela Ribon			
95	2022	Title	SHORT FILM (Animated)	An Ostrich Told Me the World Is Fake and I Think I Believe It	Lachlan Pendragon	Lachlan Pendragon			
95	2022	Title	SHORT FILM (Live Action)	An Irish Goodbye	Tom Berkeley and Ross White	Tom Berkeley|Ross White	True		
95	2022	Title	SHORT FILM (Live Action)	Ivalu	Anders Walter and Rebecca Pruzan	Anders Walter|Rebecca Pruzan			
95	2022	Title	SHORT FILM (Live Action)	Le Pupille	Alice Rohrwacher and Alfonso Cuarón	Alice Rohrwacher|Alfonso Cuarón			
95	2022	Title	SHORT FILM (Live Action)	Night Ride	Eirik Tveiten and Gaute Lid Larssen	Eirik Tveiten|Gaute Lid Larssen			
95	2022	Title	SHORT FILM (Live Action)	The Red Suitcase	Cyrus Neshvad	Cyrus Neshvad			
95	2022	Production	SOUND	All Quiet on the Western Front	Viktor Prášil, Frank Kruse, Markus Stemler, Lars Ginzel and Stefan Korte	Viktor Prášil|Frank Kruse|Markus Stemler|Lars Ginzel|Stefan Korte			
95	2022	Production	SOUND	Avatar: The Way of Water	Julian Howarth, Gwendolyn Yates Whittle, Dick Bernstein, Christopher Boyes, Gary Summers and Michael Hedges	Julian Howarth|Gwendolyn Yates Whittle|Dick Bernstein|Christopher Boyes|Gary Summers|Michael Hedges			
95	2022	Production	SOUND	The Batman	Stuart Wilson, William Files, Douglas Murray and Andy Nelson	Stuart Wilson|William Files|Douglas Murray|Andy Nelson			
95	2022	Production	SOUND	Elvis	David Lee, Wayne Pashley, Andy Nelson and Michael Keller	David Lee|Wayne Pashley|Andy Nelson|Michael Keller			
95	2022	Production	SOUND	Top Gun: Maverick	Mark Weingarten, James H. Mather, Al Nelson, Chris Burdon and Mark Taylor	Mark Weingarten|James H. Mather|Al Nelson|Chris Burdon|Mark Taylor	True		
95	2022	Production	VISUAL EFFECTS	All Quiet on the Western Front	Frank Petzold, Viktor Müller, Markus Frank and Kamil Jafar	Frank Petzold|Viktor Müller|Markus Frank|Kamil Jafar			
95	2022	Production	VISUAL EFFECTS	Avatar: The Way of Water	Joe Letteri, Richard Baneham, Eric Saindon and Daniel Barrett	Joe Letteri|Richard Baneham|Eric Saindon|Daniel Barrett	True		
95	2022	Production	VISUAL EFFECTS	The Batman	Dan Lemmon, Russell Earl, Anders Langlands and Dominic Tuohy	Dan Lemmon|Russell Earl|Anders Langlands|Dominic Tuohy			
95	2022	Production	VISUAL EFFECTS	Black Panther: Wakanda Forever	Geoffrey Baumann, Craig Hammack, R. Christopher White and Dan Sudick	Geoffrey Baumann|Craig Hammack|R. Christopher White|Dan Sudick			
95	2022	Production	VISUAL EFFECTS	Top Gun: Maverick	Ryan Tudhope, Seth Hill, Bryan Litson and Scott R. Fisher	Ryan Tudhope|Seth Hill|Bryan Litson|Scott R. Fisher			
95	2022	Writing	WRITING (Adapted Screenplay)	All Quiet on the Western Front	Screenplay - Edward Berger, Lesley Paterson & Ian Stokell	Screenplay - Edward Berger|Lesley Paterson|Ian Stokell			
95	2022	Writing	WRITING (Adapted Screenplay)	Glass Onion: A Knives Out Mystery	Written by Rian Johnson	Rian Johnson			
95	2022	Writing	WRITING (Adapted Screenplay)	Living	Written by Kazuo Ishiguro	Kazuo Ishiguro			
95	2022	Writing	WRITING (Adapted Screenplay)	Top Gun: Maverick	Screenplay by Ehren Kruger and Eric Warren Singer and Christopher McQuarrie; Story by Peter Craig and Justin Marks	Ehren Kruger|Eric Warren Singer|Christopher McQuarrie|Peter Craig|Justin Marks			
95	2022	Writing	WRITING (Adapted Screenplay)	Women Talking	Screenplay by Sarah Polley	Sarah Polley	True		
95	2022	Writing	WRITING (Original Screenplay)	The Banshees of Inisherin	Written by Martin McDonagh	Martin McDonagh			
95	2022	Writing	WRITING (Original Screenplay)	Everything Everywhere All at Once	Written by Daniel Kwan & Daniel Scheinert	Daniel Kwan|Daniel Scheinert	True		
95	2022	Writing	WRITING (Original Screenplay)	The Fabelmans	Written by Steven Spielberg & Tony Kushner	Steven Spielberg|Tony Kushner			
95	2022	Writing	WRITING (Original Screenplay)	Tár	Written by Todd Field	Todd Field			
95	2022	Writing	WRITING (Original Screenplay)	Triangle of Sadness	Written by Ruben Östlund	Ruben Östlund			
95	2022	Special	JEAN HERSHOLT HUMANITARIAN AWARD		Michael J. Fox	Michael J. Fox	True		
95	2022	Special	HONORARY AWARD			Euzhan Palcy	True		
95	2022	Special	HONORARY AWARD			Diane Warren	True		
95	2022	Special	HONORARY AWARD			Peter Weir	True		
95	2022	Special	GORDON E. SAWYER AWARD			Iain Neil	True		
95	2022	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Larry Barton|Ben Wilcox	True		The CineTape distance measurement system provides focus-pullers with continuous, accurate, real-time distance information to the subject, either at the camera or remotely. This high resolution distance data has enabled the reliable execution of shots that previously were impossible to judge accurately or had required multiple takes to achieve.
95	2022	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Howard Preston|Bernie Butler-Smith	True		The Light Ranger 2 provides precise real-time focus distance information by continuously tracking subjects in sixteen discrete zones. The distance and depth of field indicators are superimposed on the camera image, enabling the focus-puller to intuitively judge focus, even in formerly impossible and extremely challenging situations.
95	2022	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Howard Jensen|Danny Cangemi|John Frazier	True		The Rain Bars provide a portable system for the creation of realistic, large-scale, adjustable, practical rain for motion pictures. Their rapid setup and relocation capabilities enable the efficient production of effects ranging from misting drizzles to torrential downpours.
95	2022	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Mark Hills|Jim Vanns	True		FQ’s highly efficient scheduler and sophisticated prioritization algorithms reflect a deep understanding of render farm management. With an architecture that has remained largely unchanged for more than a decade, FQ continues to support substantial growth in computational complexity at Framestore.
95	2022	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Matt Chambers	True		These design contributions have resulted in robust, versatile, extensible and highly scalable render farm management systems that have supported substantial growth in computational complexity at Sony Pictures Imageworks and Weta Digital.
95	2022	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Sébastien Deguy|Christophe Soum|Sylvain Paris|Nicolas Wirrmann	True		Adobe Substance 3D Designer provides artists with a flexible and efficient procedural workflow for designing complex textures. Its sophisticated and art-directable pattern generators, intuitive design, and renderer-agnostic architecture have led to widespread adoption in motion picture visual effects and animation.
95	2022	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			David Eberle|Theodore Kim|Fernando De Goes|Audrey Wong	True		Fizt2 provides a high-performance solver with novel and stable implicit physics and robust collision detection. The design of this system enables artist workflows to easily apply soft-body dynamics to a broad range of interacting animated characters and objects.
95	2022	Special	AWARD OF COMMENDATION	Welcome to Chechnya		Ryan Laney	True		
96	2023	Acting	ACTOR IN A LEADING ROLE	Maestro	Bradley Cooper	Bradley Cooper		Leonard Bernstein	
96	2023	Acting	ACTOR IN A LEADING ROLE	Rustin	Colman Domingo	Colman Domingo		Bayard Rustin	
96	2023	Acting	ACTOR IN A LEADING ROLE	The Holdovers	Paul Giamatti	Paul Giamatti		Paul Hunham	
96	2023	Acting	ACTOR IN A LEADING ROLE	Oppenheimer	Cillian Murphy	Cillian Murphy	True	J. Robert Oppenheimer	
96	2023	Acting	ACTOR IN A LEADING ROLE	American Fiction	Jeffrey Wright	Jeffrey Wright		Thelonious ‘Monk’ Ellison	
96	2023	Acting	ACTOR IN A SUPPORTING ROLE	American Fiction	Sterling K. Brown	Sterling K. Brown		Clifford Ellison	
96	2023	Acting	ACTOR IN A SUPPORTING ROLE	Killers of the Flower Moon	Robert De Niro	Robert De Niro		William Hale	
96	2023	Acting	ACTOR IN A SUPPORTING ROLE	Oppenheimer	Robert Downey Jr.	Robert Downey Jr.	True	Lewis Strauss	
96	2023	Acting	ACTOR IN A SUPPORTING ROLE	Barbie	Ryan Gosling	Ryan Gosling		Ken	
96	2023	Acting	ACTOR IN A SUPPORTING ROLE	Poor Things	Mark Ruffalo	Mark Ruffalo		Duncan Wedderburn	
96	2023	Acting	ACTRESS IN A LEADING ROLE	Nyad	Annette Bening	Annette Bening		Diana Nyad	
